name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,681,601.56ms,733.91us,4.17us,734.67us,7.34us,723.52us,778.78us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,426,652.20ms,1.17ms,7.99us,1.18ms,16.15us,1.15ms,1.26ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,282,701.71ms,1.77ms,8.35us,1.78ms,15.38us,1.76ms,1.83ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,122,1.60s,4.12ms,48.38us,4.12ms,58.24us,4.01ms,4.25ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,292,701.87ms,1.70ms,6.64us,1.71ms,40.05us,1.69ms,2.15ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,10,751.87ms,51.94ms,291.55us,51.65ms,582.57us,50.94ms,52.29ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,24,752.20ms,21.21ms,37.85us,21.20ms,54.13us,21.12ms,21.32ms
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.54ms,104.70us,789.00ns,105.63us,2.67us,102.36us,127.45us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.47ms,68.15us,1.44us,68.44us,2.27us,65.80us,92.10us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.50ms,72.98us,65.00ns,73.64us,2.00us,72.76us,100.31us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,101.09ms,46.97us,162.00ns,47.55us,2.04us,46.53us,68.03us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.47ms,83.11us,1.72us,83.89us,2.91us,79.80us,101.35us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,150.54ms,107.04us,220.00ns,107.94us,2.23us,106.56us,134.47us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.55ms,111.73us,820.00ns,112.65us,2.76us,108.78us,139.93us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.50ms,44.44us,301.00ns,44.90us,1.84us,43.45us,69.55us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.52ms,74.39us,61.00ns,75.04us,1.83us,74.16us,98.27us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,451.27ms,344.20us,3.94us,345.57us,6.12us,333.57us,369.69us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,198,752.17ms,2.53ms,13.32us,2.53ms,17.77us,2.49ms,2.58ms
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,551.78ms,491.71us,2.91us,491.85us,5.01us,481.45us,546.14us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,301.71ms,215.50us,1.63us,216.40us,3.19us,210.79us,234.85us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,369,652.01ms,1.35ms,4.02us,1.36ms,8.10us,1.34ms,1.42ms
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,300.82ms,241.30us,1.37us,242.60us,3.19us,239.68us,272.50us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,451.07ms,371.35us,3.18us,371.75us,5.59us,358.15us,405.75us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,551.87ms,475.80us,4.52us,476.20us,6.57us,460.57us,513.35us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,551.73ms,483.58us,2.25us,483.82us,3.97us,475.47us,523.60us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.55ms,84.15us,587.00ns,84.83us,2.36us,81.06us,105.18us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613357,1000,100.49ms,44.49us,217.00ns,44.87us,1.63us,43.59us,70.20us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.50ms,63.80us,45.00ns,64.34us,1.76us,63.62us,92.47us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.52ms,28.88us,59.00ns,29.21us,1.54us,28.68us,48.39us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613423,1000,101.35ms,44.84us,81.00ns,45.29us,1.67us,44.53us,69.98us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.50ms,80.40us,54.00ns,81.09us,1.92us,80.20us,107.16us
