name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,1570556,54,752.27ms,9.31ms,26.35us,9.35ms,73.45us,9.27ms,9.56ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,1570556,335,701.65ms,1.49ms,10.35us,1.49ms,13.51us,1.47ms,1.55ms
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,151.43ms,84.20us,589.00ns,84.98us,2.60us,81.23us,107.54us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613357,1000,50.42ms,23.91us,73.00ns,24.18us,1.43us,23.67us,45.51us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.50ms,63.79us,49.00ns,64.38us,1.88us,63.54us,86.10us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.62ms,84.72us,1.03us,86.39us,6.17us,81.45us,202.51us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613357,1000,50.45ms,24.02us,81.00ns,24.26us,1.28us,23.70us,42.72us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.52ms,63.84us,46.00ns,64.44us,1.93us,63.62us,90.88us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.50ms,29.04us,94.00ns,29.42us,1.72us,28.81us,53.12us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,100.50ms,81.62us,90.00ns,82.34us,2.00us,81.40us,109.45us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.48ms,80.35us,82.00ns,81.01us,1.77us,80.11us,99.95us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.48ms,29.10us,118.00ns,29.43us,1.51us,28.83us,45.05us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,100.48ms,81.66us,96.00ns,82.42us,2.24us,81.40us,113.68us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.48ms,81.06us,856.00ns,85.41us,27.13us,79.93us,331.75us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,596,854.32ms,832.64us,9.67us,839.13us,23.62us,809.49us,1.05ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,648,601.50ms,770.33us,4.78us,771.70us,9.68us,757.72us,833.53us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,427,652.13ms,1.17ms,6.76us,1.17ms,14.89us,1.15ms,1.25ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,283,701.79ms,1.77ms,6.21us,1.77ms,13.91us,1.75ms,1.83ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,124,1.60s,4.04ms,24.21us,4.05ms,52.36us,3.98ms,4.42ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,290,702.25ms,1.72ms,9.30us,1.73ms,69.53us,1.69ms,2.75ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,10,751.84ms,51.07ms,25.82us,51.08ms,47.81us,51.03ms,51.20ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,24,752.19ms,21.32ms,193.11us,21.54ms,365.82us,21.09ms,21.98ms
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.49ms,105.42us,1.05us,106.61us,6.22us,103.02us,275.61us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.48ms,68.87us,1.60us,69.33us,2.55us,66.10us,93.69us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.48ms,73.03us,478.00ns,74.00us,3.53us,72.37us,157.11us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,100.50ms,46.88us,162.00ns,47.51us,2.43us,46.43us,74.19us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.47ms,83.28us,1.93us,83.92us,2.98us,79.85us,102.89us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,150.55ms,108.94us,171.00ns,109.78us,1.89us,108.51us,127.64us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.54ms,111.48us,938.00ns,112.27us,2.60us,109.86us,142.49us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.49ms,44.80us,220.00ns,45.21us,1.74us,43.90us,70.99us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.51ms,74.56us,59.00ns,75.17us,1.72us,74.34us,100.03us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,451.11ms,341.56us,3.18us,343.23us,6.48us,331.67us,371.88us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,199,752.19ms,2.51ms,8.06us,2.52ms,17.27us,2.49ms,2.64ms
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,551.90ms,495.39us,2.60us,497.21us,21.96us,486.15us,938.75us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,301.57ms,215.16us,1.60us,216.23us,3.08us,210.14us,238.04us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,351,652.05ms,1.47ms,31.88us,1.42ms,67.04us,1.34ms,1.52ms
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,301.65ms,251.53us,1.71us,251.80us,2.61us,249.03us,278.50us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,451.03ms,369.85us,2.56us,370.24us,5.01us,355.53us,411.16us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,551.98ms,480.69us,4.76us,481.08us,7.00us,458.00us,524.55us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,551.12ms,485.11us,2.50us,485.14us,4.11us,473.96us,535.65us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.57ms,84.17us,690.00ns,84.80us,2.29us,82.13us,113.31us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613357,1000,100.52ms,44.40us,214.00ns,44.76us,1.47us,43.26us,65.48us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.49ms,63.79us,47.00ns,64.35us,1.74us,63.53us,85.38us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.49ms,29.11us,61.00ns,29.39us,1.36us,28.83us,44.10us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613423,1000,100.48ms,44.91us,98.00ns,45.28us,1.45us,44.51us,62.40us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,101.33ms,80.21us,52.00ns,80.83us,1.60us,80.00us,101.78us
